date,description,amount,account,month,category,is_ghl,is_stripe_loan,is_business
3/11/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref,150.0,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/11/25,Purchase authorized on 03/11 Ptgc LLC Goleta Goleta CA,20.14,Wells Fargo Business,033125,Uncategorized,False,False,True
3/11/25,Purchase authorized on 03/11 Costco Whse #0474 Goleta CA 3.80,536.61,Wells Fargo Business,033125,Office Supplies,False,False,True
3/12/25,Stripe Transfer St-B4B6A4D5B7V1 Ruben Ruiz,9.63,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/12/25,Recurring Payment authorized on 03/11 Highlevel Inc.,25.0,Wells Fargo Business,033125,Software/SaaS,True,False,True
3/12/25,Recurring Payment authorized on 03/11 Openai *Chatgpt Su,20.0,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/12/25,Purchase authorized on 03/11 Pp*Apple.Com/Bill,9.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/12/25,Chase Credit Crd Epay 250311 8243240478 Ruben Ruiz 222.00,269.25,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/13/25,Stripe Transfer St-O9J8R7R1M3G8 Ruben Ruiz,43.47,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/13/25,Purchase authorized on 03/11 Marborg Disposal 805-9631852,100.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/13/25,Vz Wireless Vw Vzw Webpay 250312 1894598 Ruben *Ruiz 225.00 -,12.28,Wells Fargo Business,033125,Uncategorized,False,False,True
3/14/25,Overdraft Fee for a Transaction Posted on 03/13 $225.00 Vz,35.0,Wells Fargo Business,033125,Interest/Bank Fees,False,False,True
3/14/25,Stripe Transfer St-T1I7Y2E7H9Z8 Ruben Ruiz,23.97,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/14/25,Purchase authorized on 03/12 Little Caesars 123 Santa Barbara,7.6,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/14/25,Recurring Payment authorized on 03/13 Codecademy,149.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/14/25,Recurring Payment authorized on 03/13 Loom Subscription 45.08 -,225.98,Wells Fargo Business,033125,Uncategorized,False,False,True
3/17/25,Overdraft Fee for a Transaction Posted on 03/14 $45.08,35.0,Wells Fargo Business,033125,Interest/Bank Fees,False,False,True
3/17/25,Recurring Payment authorized on 03/13 Google *Google One 1.99 -,262.97,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/18/25,Stripe Transfer St-F2W4U5H3E6V7 Ruben Ruiz 9.42 -,253.55,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/19/25,Stripe Transfer St-S9x8Q3W4T1T7 Ruben Ruiz,619.94,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/19/25,Recurring Payment authorized on 03/18 Highlevel Inc.,25.0,Wells Fargo Business,033125,Software/SaaS,True,False,True
3/19/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref,100.0,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/19/25,Online Transfer to Nail-Ruiz J Way2Save Savings xxxxxx4174 Ref,41.39,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/19/25,ATM Withdrawal authorized on 03/19 3804 State St Santa,50.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/19/25,Purchase authorized on 03/19 Holister Fuel Depot Goleta CA 47.86,102.14,Wells Fargo Business,033125,Travel,False,False,True
3/20/25,Upwork Escrow IN EDI Pymnts ACH790599148 Ruben Ruiz,225.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/20/25,Stripe Transfer St-Y6U4I5Y9F2P9 Ruben Ruiz,242.15,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/20/25,Recurring Payment authorized on 03/19 Apple.Com/Bill,5.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/20/25,Purchase authorized on 03/19 Billabong Santa Ba Santa Barbara,27.19,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/20/25,Purchase authorized on 03/19 Blenders ME Santa Barbara CA,7.75,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/20/25,Purchase authorized on 03/19 Taqueria Lillys IN Santa Barbara,10.15,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/20/25,"Recurring Payment authorized on 03/20 Cursor, Ai Powered",20.0,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/20/25,So Cal Edison CO Bill Paymt 250319 700232321310 Nail Janice 90.00,408.21,Wells Fargo Business,033125,Uncategorized,False,False,True
3/21/25,Stripe Transfer St-H4V8F6U8U2Z4 Ruben Ruiz,9.58,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/21/25,Purchase authorized on 03/19 Coldstone Creamery Goleta CA,24.93,Wells Fargo Business,033125,Uncategorized,False,False,True
3/21/25,Purchase authorized on 03/20 Bench Accounting U Bench.CO,299.0,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/21/25,Purchase authorized on 03/20 Prime Video Channe,5.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/21/25,Recurring Payment authorized on 03/20 Webflow.Com,24.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/21/25,Zelle to Ruiz Janice on 03/21 Ref #Pp0Ymyplr3 Soccer 40.00,23.87,Wells Fargo Business,033125,Transfer,False,False,True
3/24/25,Stripe Transfer St-T1P5Y9C8Z6L7 Ruben Ruiz,64.47,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/24/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,15.0,Wells Fargo Business,033125,Transfer,False,False,True
3/24/25,Purchase authorized on 03/21 Sq *Lighthouse Cof Goleta CA,6.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/24/25,Purchase authorized on 03/21 Sq *Lighthouse Cof Goleta CA,1.5,Wells Fargo Business,033125,Uncategorized,False,False,True
3/24/25,Purchase authorized on 03/21 Sq *Lighthouse Cof Goleta CA,6.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/24/25,Recurring Payment authorized on 03/22 Ouraring Inc.,5.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/24/25,Purchase authorized on 03/23 Prime Video *Sq7Be 14.99,68.86,Wells Fargo Business,033125,Uncategorized,False,False,True
3/25/25,Upwork Escrow IN EDI Pymnts ACH791356887 Ruben Ruiz,225.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/25/25,Stripe Transfer St-S4Y6E6S8U1A5 Ruben Ruiz,1251.81,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/25/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,60.0,Wells Fargo Business,033125,Transfer,False,False,True
3/25/25,Purchase authorized on 03/24 Pressed - Paseo Nu,14.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/25/25,Online Transfer to Nail-Ruiz J Way2Save Savings xxxxxx4174 Ref,500.0,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/25/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref,250.0,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/25/25,Zelle to Ruiz Janice on 03/25 Ref #Pp0Yn9Kb6V Health,750.0,Wells Fargo Business,033125,Transfer,False,False,True
3/25/25,United Fin Cas Ins Prem 250324 981362625 Ruben Ruben Ruiz 88.67,3.0,Wells Fargo Business,033125,Travel,False,False,True
3/26/25,Stripe Transfer St-Z0A9T4x0J2Q4 Ruben Ruiz,367.11,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/26/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref,100.0,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/26/25,Purchase authorized on 03/26 Sprouts Farmers Market # 30.98,239.13,Wells Fargo Business,033125,Health/Wellness,False,False,True
3/27/25,Stripe Transfer St-A7D2B8A6L8G3 Ruben Ruiz,231.63,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/27/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,60.0,Wells Fargo Business,033125,Transfer,False,False,True
3/27/25,Recurring Payment authorized on 03/26 Highlevel Inc.,25.0,Wells Fargo Business,033125,Software/SaaS,True,False,True
3/27/25,Purchase authorized on 03/26 City of Sb Dtp Kio 8058971986,3.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/27/25,Purchase authorized on 03/26 The UPS Store 1514,11.43,Wells Fargo Business,033125,Communications,False,False,True
3/27/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref 20.00,471.33,Wells Fargo Business,033125,Loan/Payments,False,False,True
3/28/25,Purchase Return authorized on 03/26 Bench Accounting U,299.0,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/28/25,Stripe Transfer St-O9Y4P5x9G8Q2 Ruben Ruiz,35.07,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/28/25,Purchase authorized on 03/26 Screaming Frog Ltd,259.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/28/25,Purchase authorized on 03/27 Prime Video Channe,4.99,Wells Fargo Business,033125,Uncategorized,False,False,True
3/28/25,Zelle to Ruiz Janice on 03/27 Ref #Pp0Ynk9735 Health 100.00,441.41,Wells Fargo Business,033125,Transfer,False,False,True
3/31/25,Stripe Transfer St-C8U0J4N8K6U9 Ruben Ruiz,145.05,Wells Fargo Business,033125,Software/SaaS,False,False,True
3/31/25,Online Transfer From Ruiz R Everyday Checking xxxxxx0928 Ref,11.0,Wells Fargo Business,033125,Transfer,False,False,True
3/31/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,45.0,Wells Fargo Business,033125,Transfer,False,False,True
3/31/25,Recurring Payment authorized on 03/28 Audible*Z48Z01AL0,14.95,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Purchase authorized on 03/28 Jersey Mikes 20335 Isla Vista CA,26.64,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Purchase authorized on 03/28 Jersey Mikes 20335 Isla Vista CA,3.95,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Purchase authorized on 03/28 365 Market L 888 4 Troy MI,3.98,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Purchase authorized on 03/29 Spo*Thedailygrind1 Santa,16.38,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,ATM Withdrawal authorized on 03/29 1036 Anacapa St Santa,40.0,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Zelle to Ruiz Janice on 03/29 Ref #Pp0Ynpmywr Health,200.0,Wells Fargo Business,033125,Transfer,False,False,True
3/31/25,Purchase authorized on 03/29 7-Eleven Santa Barbara CA,6.51,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/31/25,Purchase authorized on 03/30 Cvs/Pharm 09860--222 W Santa,6.89,Wells Fargo Business,033125,Uncategorized,False,False,True
3/31/25,Purchase authorized on 03/30 The Home Depot #6623 Goleta,52.62,Wells Fargo Business,033125,Office Supplies,False,False,True
3/31/25,Recurring Payment authorized on 03/31 Highlevel Inc.,25.0,Wells Fargo Business,033125,Software/SaaS,True,False,True
3/31/25,Zelle to Ruiz Janice on 03/31 Ref #Pp0Ynvsr3D Health,200.0,Wells Fargo Business,033125,Transfer,False,False,True
3/31/25,Purchase authorized on 03/31 LA Cumbre Fuel Santa Barbar CA,20.01,Wells Fargo Business,033125,Meals/Entertainment,False,False,True
3/31/25,Monthly Service Fee 10.00,15.53,Wells Fargo Business,033125,Interest/Bank Fees,False,False,True
3/26/25,"Online Transfer From Carpefukendiem, LLC Business Checking",100.0,Wells Fargo Business,042325,Transfer,False,False,True
3/26/25,Recurring Payment authorized on 03/26 Midjourney Inc.,10.0,Wells Fargo Business,042325,Uncategorized,False,False,True
3/26/25,Purchase authorized on 03/26 Sprouts Farmers Market #,10.92,Wells Fargo Business,042325,Health/Wellness,False,False,True
3/26/25,Coinbase Inc. 368400D6 250325 Rtl-KY5F9Mvs Ruben Ruiz 90.00 -,0.9,Wells Fargo Business,042325,Uncategorized,False,False,True
3/27/25,"Online Transfer From Carpefukendiem, LLC Business Checking 20.00",19.1,Wells Fargo Business,042325,Transfer,False,False,True
3/31/25,"Online Transfer to Carpefukendiem, LLC Business Checking 11.00",8.1,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/1/25,"Online Transfer From Carpefukendiem, LLC Business Checking",100.0,Wells Fargo Business,042325,Transfer,False,False,True
4/1/25,"Online Transfer From Carpefukendiem, LLC Business Checking",25.0,Wells Fargo Business,042325,Transfer,False,False,True
4/1/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,125.0,Wells Fargo Business,042325,Transfer,False,False,True
4/1/25,Recurring Transfer to Ruiz R Way2Save Savings Ref,75.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/1/25,Purchase authorized on 04/01 Trader Joe S #11 Trader J Goleta,52.59,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/1/25,Kraken 8888378818 Kraken TX Ruben Ruiz,100.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/1/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 1.00,29.51,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/2/25,Purchase authorized on 04/02 Sprouts Farmers Market #,14.06,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/2/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 1.00,14.45,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/3/25,Purchase authorized on 04/03 Cvs/Pharmacy #09 09737--1,3.98,Wells Fargo Business,042325,Uncategorized,False,False,True
4/3/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 1.00,9.47,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/7/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,20.0,Wells Fargo Business,042325,Transfer,False,False,True
4/7/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,40.0,Wells Fargo Business,042325,Transfer,False,False,True
4/7/25,Purchase authorized on 04/05 Sprouts Farmers Market #,7.49,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/7/25,Recurring Payment authorized on 04/06 Affirm * Pay I0Bfl,17.01,Wells Fargo Business,042325,Uncategorized,False,False,True
4/7/25,Purchase with Cash Back $ 10.00 authorized on 04/06 Sprouts,17.99,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/7/25,Purchase authorized on 04/06 Trader Joe S #11 Trader J Goleta,11.24,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/7/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 3.00,12.74,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/8/25,Schwab Brokerage Moneylink 250408 558622457707442,893.55,Wells Fargo Business,042325,Office Supplies,False,False,True
4/8/25,"Online Transfer From Carpefukendiem, LLC Business Checking",500.0,Wells Fargo Business,042325,Transfer,False,False,True
4/8/25,Purchase authorized on 04/07 Sq *Lighthouse Cof Goleta CA,1.5,Wells Fargo Business,042325,Uncategorized,False,False,True
4/8/25,"Online Transfer to Carpefukendiem, LLC Business Checking",300.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/8/25,Purchase authorized on 04/08 Trader Joe S #11 Trader J Goleta,20.19,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/8/25,Kraken 8888378818 Kraken TX Ruben Ruiz,400.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/8/25,Kraken 8888378818 Kraken TX Ruben Ruiz,500.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/8/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,182.6,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/9/25,Purchase authorized on 04/08 Chipotle 1688 Santa Barbara CA,29.01,Wells Fargo Business,042325,Meals/Entertainment,False,False,True
4/9/25,Purchase authorized on 04/08 Chipotle 1688 Santa Barbara CA,3.93,Wells Fargo Business,042325,Meals/Entertainment,False,False,True
4/9/25,Purchase with Cash Back $ 20.00 authorized on 04/09 Sprouts,26.99,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/9/25,Purchase authorized on 04/09 Sprouts Farmers Market #,10.99,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/9/25,Coinbase Inc. 6D74DA2A 250408 Rtl-Gdepqqzr Ruben Ruiz,50.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/9/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 4.00,57.68,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/10/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,150.0,Wells Fargo Business,042325,Transfer,False,False,True
4/10/25,Online Transfer From Ruiz R Way2Save Savings xxxxxx2929 Ref,11.0,Wells Fargo Business,042325,Transfer,False,False,True
4/10/25,Purchase authorized on 04/09 IN-N-Out Goleta Goleta CA,11.85,Wells Fargo Business,042325,Meals/Entertainment,False,False,True
4/10/25,Purchase authorized on 04/09 Pressed - Paseo Nu,35.3,Wells Fargo Business,042325,Uncategorized,False,False,True
4/10/25,Kraken 8888378818 Kraken TX Ruben Ruiz,150.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/10/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,19.53,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/11/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174 30.00,49.53,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,10.0,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,20.0,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,100.0,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,"Online Transfer From Carpefukendiem, LLC Business Checking",83.0,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,"Online Transfer From Carpefukendiem, LLC Business Checking",165.0,Wells Fargo Business,042325,Transfer,False,False,True
4/14/25,Purchase authorized on 04/10 Habit Buellton 433 Buellton CA,15.6,Wells Fargo Business,042325,Uncategorized,False,False,True
4/14/25,Purchase authorized on 04/11 Sq *Panino Goleta Goleta CA,27.7,Wells Fargo Business,042325,Uncategorized,False,False,True
4/14/25,Purchase authorized on 04/12 Ptgc LLC Goleta Goleta CA,12.38,Wells Fargo Business,042325,Uncategorized,False,False,True
4/14/25,"Online Transfer to Carpefukendiem, LLC Business Checking",5.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/14/25,Purchase authorized on 04/13 Sprouts Farmers Market #,10.18,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/14/25,Purchase authorized on 04/14 Trader Joe S #11 Trader J Goleta,24.14,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/14/25,Coinbase Inc. 08826E43 250414 Rtl-7Cm5T7Up Ruben Ruiz,100.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/14/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 5.00,227.53,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/15/25,"Online Transfer From Carpefukendiem, LLC Business Checking 200.00",427.53,Wells Fargo Business,042325,Transfer,False,False,True
4/16/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,200.0,Wells Fargo Business,042325,Transfer,False,False,True
4/16/25,So Cal Gas Paid Scgc 250415 1529145412,165.0,Wells Fargo Business,042325,Travel,False,False,True
4/16/25,Coinbase Inc. 34A43800 250415 Rtl-Rsmtlwwf Ruben Ruiz 400.00,62.53,Wells Fargo Business,042325,Uncategorized,False,False,True
4/17/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,20.0,Wells Fargo Business,042325,Transfer,False,False,True
4/17/25,Purchase authorized on 04/16 Spo*Thedailygrind1 Santa,33.83,Wells Fargo Business,042325,Uncategorized,False,False,True
4/17/25,Purchase authorized on 04/17 Costco Whse #0474 Goleta CA,3.8,Wells Fargo Business,042325,Office Supplies,False,False,True
4/17/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,42.9,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/18/25,"Online Transfer From Carpefukendiem, LLC Business Checking",100.0,Wells Fargo Business,042325,Transfer,False,False,True
4/18/25,Purchase authorized on 04/17 Sq *Lighthouse Cof Goleta CA,13.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/18/25,Purchase with Cash Back $ 20.00 authorized on 04/18 Trader,52.07,Wells Fargo Business,042325,Uncategorized,False,False,True
4/18/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,75.83,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/21/25,Instant Pmt From Coinbase on 04/21,218.4,Wells Fargo Business,042325,Uncategorized,False,False,True
4/21/25,"Online Transfer From Carpefukendiem, LLC Ref #Ib0S3Rbdfj",50.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,Online Transfer From Ruiz R Way2Save Savings xxxxxx2929 Ref,11.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,Purchase authorized on 04/17 Camino Real Cinema,21.5,Wells Fargo Business,042325,Uncategorized,False,False,True
4/21/25,Zelle to Lopez Paco on 04/19 Ref #Rp0Yqtgg5Y Cuts,90.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,Zelle to Ruiz Janice on 04/21 Ref #Pp0Yqzbzct Joint Credit,200.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,"Online Transfer to Carpefukendiem, LLC Business Checking",15.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/21/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 1.00,27.73,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/22/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174 100.00,127.73,Wells Fargo Business,042325,Transfer,False,False,True
4/23/25,"Online Transfer From Carpefukendiem, LLC Business Checking",1000.0,Wells Fargo Business,042325,Transfer,False,False,True
4/23/25,"Online Transfer From Carpefukendiem, LLC Ref #Ib0S52Yv6R",300.0,Wells Fargo Business,042325,Transfer,False,False,True
4/23/25,"Online Transfer From Carpefukendiem, LLC Ref #Ib0S538Qbn",150.0,Wells Fargo Business,042325,Transfer,False,False,True
4/23/25,"Online Transfer From Carpefukendiem, LLC Business Checking",20.0,Wells Fargo Business,042325,Transfer,False,False,True
4/23/25,Purchase authorized on 04/21 Albertsons #0357 Goleta CA,17.39,Wells Fargo Business,042325,Uncategorized,False,False,True
4/23/25,Purchase authorized on 04/23 Trader Joe S #11 Trader J Goleta,39.74,Wells Fargo Business,042325,Health/Wellness,False,False,True
4/23/25,Kraken 8888378818 Kraken TX Ruben Ruiz,105.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/23/25,Coinbase Inc. 362CA8D6 250423 Rtl-6Prjwd5V Ruben Ruiz,1000.0,Wells Fargo Business,042325,Uncategorized,False,False,True
4/23/25,Paypal Inst Xfer 250423 Honeylove Ruben Ruiz,70.18,Wells Fargo Business,042325,Software/SaaS,False,False,True
4/23/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,363.42,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/1/25,Recurring Transfer From Ruiz R Everyday Checking Ref #Op0RV748Wh 75.00,77.0,Wells Fargo Business,042325,Transfer,False,False,True
4/2/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928,1.0,Wells Fargo Business,042325,Transfer,False,False,True
4/2/25,"Online Transfer to Carpefukendiem, LLC Business Checking xxxxxx9898 Ref 78.00",0.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/3/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 1.00,1.0,Wells Fargo Business,042325,Transfer,False,False,True
4/4/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 1.00,2.0,Wells Fargo Business,042325,Transfer,False,False,True
4/8/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 3.00,5.0,Wells Fargo Business,042325,Transfer,False,False,True
4/9/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 2.00,7.0,Wells Fargo Business,042325,Transfer,False,False,True
4/10/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928,4.0,Wells Fargo Business,042325,Transfer,False,False,True
4/10/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref #Ib0Rylvmfp 11.00,0.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/11/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 2.00,2.0,Wells Fargo Business,042325,Transfer,False,False,True
4/15/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 5.00,7.0,Wells Fargo Business,042325,Transfer,False,False,True
4/18/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 2.00,9.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928,2.0,Wells Fargo Business,042325,Transfer,False,False,True
4/21/25,Online Transfer to Ruiz R Everyday Checking xxxxxx0928 Ref #Ib0S4Jzpfv on 11.00,0.0,Wells Fargo Business,042325,Loan/Payments,False,False,True
4/22/25,Save As You Go Transfer Credit From Xxxxxxxxxxx0928 1.00,1.0,Wells Fargo Business,042325,Transfer,False,False,True
4/24/25,Purchase authorized on 04/23 Paypal *Thrivecaus,53.22,Wells Fargo Business,052325,Software/SaaS,False,False,True
4/24/25,Purchase authorized on 04/23 Amazon Mktpl*FI0H3,57.1,Wells Fargo Business,052325,Office Supplies,False,False,True
4/24/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 2.00,251.1,Wells Fargo Business,052325,Loan/Payments,False,False,True
4/25/25,Purchase authorized on 04/23 Amazon Mktpl*Yf2R0,50.62,Wells Fargo Business,052325,Office Supplies,False,False,True
4/25/25,Kraken 8888378818 Kraken TX Ruben Ruiz,100.0,Wells Fargo Business,052325,Uncategorized,False,False,True
4/25/25,Save As You Go Transfer Debit to Xxxxxxxxxxx2929 1.00,99.48,Wells Fargo Business,052325,Loan/Payments,False,False,True
4/28/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,100.0,Wells Fargo Business,052325,Transfer,False,False,True
4/28/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,25.0,Wells Fargo Business,052325,Transfer,False,False,True
4/28/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,20.0,Wells Fargo Business,052325,Transfer,False,False,True
4/28/25,Online Transfer From Nail-Ruiz J Way2Save Savings xxxxxx4174,120.0,Wells Fargo Business,052325,Transfer,False,False,True
4/28/25,Purchase authorized on 04/23 Amazon Mktpl*Yl3Tl,26.93,Wells Fargo Business,052325,Office Supplies,False,False,True
4/28/25,Purchase authorized on 04/24 Amazon Mktpl*Iz9W1,26.69,Wells Fargo Business,052325,Office Supplies,False,False,True
4/28/25,Recurring Payment authorized on 04/26 Midjourney Inc.,10.0,Wells Fargo Business,052325,Uncategorized,False,False,True
4/28/25,Purchase authorized on 04/26 Shell Service Station Goleta CA,52.28,Wells Fargo Business,052325,Travel,False,False,True
4/28/25,"Online Transfer to Carpefukendiem, LLC Business Checking",7.0,Wells Fargo Business,052325,Loan/Payments,False,False,True
4/28/25,Purchase authorized on 04/27 Trader Joe S #11 Trader J Goleta,2.74,Wells Fargo Business,052325,Health/Wellness,False,False,True
4/28/25,Purchase authorized on 04/27 Costco Whse #0474 Goleta CA,19.98,Wells Fargo Business,052325,Office Supplies,False,False,True
